,Affiliations_2016_to_2021,Record_Count,longitude,latitude
1012,A A Bogomoletz Institute Of Physiology,1,30.531172,50.4403485
1013,A O U Citta Della Salute E Della Scienza Di Torino,1,7.68682,45.07049
1014,Ablife Inc,1,106.27306,38.46806
1015,Abo Akademi University,1,-89.52536,34.36594
1016,Acad Math Syst Sci,1,-72.225,7.76694
1017,Academy Of Mathematics System Sciences Cas,1,-7.61138,33.58831
1018,Accure Therapeut Sl,1,-11.5,8.5
1019,Ad Stat Consulting,1,51.4909314,25.2609147
1020,Adam Mickiewicz University,1,16.4568715,78.6857465
1021,Adamas Pharmaceut Inc,1,106.27306,38.46806
1022,Adana Numune Training Research Hospital,1,-8.43056,52.47306
1023,Aduro Biotech,1,-122.2947767,37.8526361
1024,Adventhealth,1,-81.3714848,28.572767
1025,Adventhealth Orlando,1,-81.3714848,28.572767
1026,Adventist Health Services,1,-77.1995265,39.1001799
1027,Affitech Res As,1,5.58453,51.00755
1028,Aga Khan University,1,32.5684142,0.3208468
1029,Agena Biosci Inc,1,106.27306,38.46806
1030,Agenus Inc,1,106.27306,38.46806
1031,Agilent Technologies,1,-2.2225124,53.3808609
1032,Aging Inst,1,-74.430633,40.483233
1033,Agricultural University Of Athens,1,23.7044444,37.9824516
1034,Ahepa University Hospital,1,-81.98413,33.47063
1035,Ajou University,1,127.0455046,37.2829885
1036,Akita University,1,140.1332021,39.7279303
1037,Al Azhar University,1,31.2648207,30.0451256
1038,Al Quds Univ,1,35.2610704,31.7550896
1039,Albert Sherman Ctr,1,-71.7637949,42.2782229
1040,Alcon,1,19.3660453,51.7457574
1041,Almazov National Medical Research Centre,1,11.83333,4.75
1042,Altius Inst Biomed Sci,1,-72.225,7.76694
1043,Altor Biosci Corp,1,5.86432,45.17805
1044,Amgen,1,-118.9198562,34.1905959
1045,Amgen Res Inc,1,-118.9204538,34.1911567
1046,Amsterdam Umc,1,4.8599107,52.334632
1047,Anchordx Inc,1,106.27306,38.46806
1048,Anchordx Med Co,1,-105.006359,40.242017
1049,Anhui University Of Science Technology,1,117.0164058,32.5550163
1050,Ankara Numune Training Research Hospital,1,-8.43056,52.47306
1051,Anlyan Ctr,1,-72.9340756,41.301179
1052,Aou Policlinico Gaetano Martino,1,23.21458,38.56817
1053,Aragon Inst Hlth Res Iis Aragon,1,-0.66667,41.5
1054,Aravind Eye Hosp,1,79.7901887,11.8639257
1055,Arbutus Biopharma Corp,1,5.86432,45.17805
1056,Ariel Precis Med,1,39.61417,24.46861
1057,Arivale Inc,1,106.27306,38.46806
1058,Arizona Allergy Associates,1,-111.9065649,33.5968501
1059,Arizona State University Tempe,1,-111.9331616,33.4215218
1060,Ark Clin Res,1,-94.1739929,36.0632341
1061,Arkansas Children S Hospital,1,-92.3207775,36.3668988
1062,Arvinas Inc,1,106.27306,38.46806
1063,Asan Inst Life Sci,1,-72.225,7.76694
1064,Asklepios Clin Hamburg,1,10.01534,53.57532
1065,Asst Fatebenefratelli Sacco,1,9.0954838,45.5032447
1066,Astex Pharmaceuticals,1,0.1401802,52.2369302
1067,Atlanta Va Medical Center,1,-84.3117,33.8018044
1068,Atomwise Inc,1,106.27306,38.46806
1069,Augustin Gmbh,1,25.5533305,46.0461298
1070,Azabu University,1,139.3899619,35.5751914
1071,Azerbaijan Medical University,1,46.3249316,38.0588182
1072,Azienda Osped Univ Aou Federico Ii,1,25.3731,65.31735
1073,Bakirkoy Dr Sadi Konuk Research Training Hospital,1,-8.43056,52.47306
1074,Baltalimani Bone Diseases Training Research Hospital,1,-8.43056,52.47306
1075,Banc Sang Teixits,1,2.2081469,41.4006313
1076,Baptist Hlth South Florida,1,-82.5001,28.75054
1077,Barnard Coll,1,-6.56261,56.62451
1078,Bavarian Nord Gmbh,1,-79.873396,36.262249
1079,Baylor Coll Med Bcm,1,26.9,46.56667
1080,Beatson Oncology Centre,1,11.83333,4.75
1081,Beaumont Health,1,-83.2722072,42.4828948
1082,Becton Dickinson,1,4.0609004,50.9184365
1083,Beigene,1,116.2741901,40.0961742
1084,Beihang University,1,116.3409787,39.9809427
1085,Bengbu Medical College,1,-147.80278,64.85694
1086,Bioceros B V,1,-0.83333,39.33333
1087,Bioclinicum,1,18.0284202,59.3493248
1088,Bioinformatics Institute Bii,1,103.792495,1.303527
1089,Biomed Valley Discoveries Inc,1,106.27306,38.46806
1090,Biomica Sas,1,-115.95611,33.29865
1091,Bioo Sci Corp,1,5.86432,45.17805
1092,Bioscientia,1,13.1825439,32.8856449
1093,Bioscientia Ctr Human Genet,1,38.5,9.06667
1094,Biothera Pharmaceut Inc,1,106.27306,38.46806
1095,Birkbeck University London,1,-0.1302155,51.5218449
1096,Birla Institute Of Technology Science Pilani Bits Pilani,1,75.60296,28.3654
1097,Bishops University,1,-71.8446557,45.3608519
1098,Bjorknes Coll,1,-6.56261,56.62451
1099,Boston College,1,-71.1681386,42.3354481
1100,Boston Va Res Inst,1,-72.3280087,18.5736816
1101,Bowdoin College,1,-69.9616746,43.90825
1102,Boyer Ctr Mol Med,1,39.61417,24.46861
1103,Brd Inst Mit Harvard,1,-88.61371,42.42224
1104,Brehm Ctr,1,6.1230312,51.0885723
1105,Bristol Royal Hospital For Children,1,-2.5970425,51.4577724
1106,British Columbia Childrens Hosp Vancouver,1,-123.1253409,49.2444749
1107,British University In Egypt,1,31.6110628,30.1188521
1108,Broegelmann Res Lab,1,6.943522,50.9367363
1109,Bruneck Hosp,1,11.9355121,46.7963194
1110,Buddhist Tzu Chi General Hospital,1,121.5368483,24.9852027
1111,Cadet Brigade,1,-61.7365658,16.0201926
1112,Cairo University,1,31.2058042,30.0271777
1113,Calif Hlth Sci Univ,1,24.59114,49.71224
1114,California State Polytechnic University Pomona,1,-117.8121334,34.0522824
1115,California State University Sacramento,1,-121.424094,38.5598752
1116,Calvin University,1,-85.580364,42.9320314
1117,Cambridge Health Alliance,1,-71.1023397,42.3745755
1118,Canc Sci Inst Singapore,1,103.85007,1.28967
1119,Cantonal Hosp Frauenfeld,1,8.89636,47.55803
1120,Cardiff Metropolitan University,1,-3.2127615,51.4960947
1121,Cardiopulm Inst Cpo,1,-70.3314,-27.36679
1122,Carver Coll Med,1,39.61417,24.46861
1123,Caryl Israel Englander Inst Precis Med,1,39.61417,24.46861
1124,Cas Ctr Excellence Mol Cell Sci,1,-72.225,7.76694
1125,Cas Key Lab Regenerat Biol,1,5.3855,45.4914
1126,Catholic Kwandong University,1,128.8751556,37.7362205
1127,Cdg,1,2.5710604,49.006875
1128,Cell Dev Biol,1,5.3855,45.4914
1129,Cellzome,1,8.7092402,49.3849023
1130,Center For Infectious Disease Research,1,-122.3387067,47.6212861
1131,Centers For Disease Control Taiwan,1,121.5226887,25.0434135
1132,Central Florida Hospital South,1,170.507985,-45.869527
1133,Central Institute Of Mental Health,1,78.4359503,17.4502821
1134,Centre For Addiction Mental Health Canada,1,-113.64258,60.10867
1135,Centre Jean Perrin,1,3.0931211,45.7579456
1136,Centre Of Postgraduate Medical Education Poland,1,20,52
1137,Centro De Medicina Regenerativa De Barcelona,1,2,41.66667
1138,Centro Hospitalar De Lisboa Ocidental Epe,1,5.98333,52.3475
1139,Channing Div Network Med,1,39.61417,24.46861
1140,Chapman University,1,-117.8516896,33.7933817
1141,Charge Univ Med Berlin,1,13.41053,52.52437
1142,Charles Perkins Ctr Hub,1,151.1834995,-33.8874526
1143,Charles R Drew University Of Medicine Science,1,-118.2423499,33.9268276
1144,Charles River Labs,1,35.6964304,-7.7690104
1145,Chengdu University,1,104.1785132,30.649049
1146,Chiesi Pharmaceuticals Inc,1,106.27306,38.46806
1147,Child Hlth Inst New Jersey,1,-74.49987,40.16706
1148,Children S Hospital Of Wisconsin,1,-89.3810866,43.0760176
1149,Children S Hospitals Clinics Of Minnesota,1,-94.25055,46.25024
1150,Children S Medical Research Institute Australia,1,135,-25
1151,Childrens Hosp,1,-71.1057172,42.3373469
1152,Childrens Hosp Buzzi,1,32.5691859,0.1337303
1153,Childrens Specialty Ctr Nevada,1,-93.2630295,44.9566847
1154,China Agricultural University,1,116.2745903,40.025228
1155,China Natl Clin Res Ctr Neurol Dis,1,12.66664,-4.19834
1156,Chinese University Of Hong Kong,1,114.2078634,22.4202695
1157,Chongqing University,1,106.459731,29.5700018
1158,Chr Metz Thionville,1,6.1969744,49.1136451
1159,Christie Hospital,1,-2.2302095,53.4296418
1160,Christie Nhs Foundation Trust,1,-2.2252439,53.4288251
1161,Chu Brest,1,-4.4800927,48.3876941
1162,Chu Clermont Ferrand,1,3.1085542,45.7846768
1163,Chu De Nancy,1,6.2024823,48.6778546
1164,Chu De Reims,1,4.0208439,49.2286614
1165,Chu De Rouen,1,1.1122964,49.4408902
1166,Chu De St Etienne,1,4.39,45.43389
1167,Chu Dijon Bourgogne,1,5.0672766,47.3201769
1168,Chu Guadeloupe,1,-61.5099454,16.2826127
1169,Chu Limoges,1,1.2367819,45.8141537
1170,Chu Martinique,1,-61.0386988,14.6326761
1171,Chu Nice,1,61.4148508,55.1444628
1172,Chu Poitiers,1,0.3814136,46.5592671
1173,Chu Purpan,1,1.4000839,43.613263
1174,Chu Tours,1,0.6005674,47.3246751
1175,Chung Ang University,1,126.96132,37.50782
1176,Cima,1,-115.501518,35.2358119
1177,Cincinnati Va Medical Center,1,-84.5085,39.1388982
1178,Ckd Pharmaceut Corp,1,5.86432,45.17805
1179,Clalit Health Services,1,35.2335512,31.7952505
1180,Clea Japan Inc,1,106.27306,38.46806
1181,Cleveland State University,1,-81.675167,41.5021445
1182,Clin Pluridisciplinaire Jules Verne,1,6.35215,47.39749
1183,Cold Spring Harbor Laboratory,1,-73.4690026,40.8605264
1184,Coll Med,1,-73.8106224,41.0856052
1185,Collaborat Innovat Ctr Canc Med,1,39.61417,24.46861
1186,Columbus Technol Serv Inc,1,106.27306,38.46806
1187,Commonwealth Scientific Industrial Research Organisation Csiro,1,115.7895708,-31.9500909
1188,Compugen Inc,1,106.27306,38.46806
1189,Concordia University Canada,1,-73.5775043,45.4955911
1190,Contrafect Corp,1,5.86432,45.17805
1191,Covance,1,-0.2569081,52.3531444
1192,Creighton University,1,-95.9450555,41.2658565
1193,Csic Ja Use Instituto De Biomedicina De Sevilla Ibis,1,67.8764,29.5448
1194,Csm,1,-1.8620354,49.677893
1195,Ctr Aids Res,1,-122.4609523,37.7699035
1196,Ctr Appl Med Res,1,-58.98389,-27.46056
1197,Ctr Behav Brain Sci Cbbs Magdeburg,1,11.62916,52.12773
1198,Ctr Cardiovasc Genet,1,38.5,9.06667
1199,Ctr Genom Neurodegenerat Dis,1,12.66664,-4.19834
1200,Ctr Hemoterapia Hemodonac Castilla Leon,1,-4.25,41.66667
1201,Ctr Hosp Univ Algarve,1,-8.25,37.16667
1202,Ctr Hosp Univ Estaing Chu Dijon Bourgogn,1,5.01667,47.31667
1203,Ctr Human Genet,1,38.5,9.06667
1204,Ctr Infect Med,1,39.61417,24.46861
1205,Ctr Iron Disorders,1,-82.3371865,34.8996074
1206,Ctr Life Sci,1,-82.9817473,38.7382144
1207,Ctr Mol Med L8 03,1,14.4647363,41.7027776
1208,Ctr Rech Clin Etienne Le Bel,1,-48.50444,-1.45583
1209,Ctr Reprod Med,1,39.61417,24.46861
1210,Ctr Transfus Albacete Cuenca,1,-2.13333,40.06667
1211,Cumc,1,-96.0312877,41.2391169
1212,Curie Inst Inserm U830,1,-7.41667,54.36111
1213,Cyclacel Pharmaceuticals Inc,1,106.27306,38.46806
1214,Cyprus Inst Neurol Genet,1,38.5,9.06667
1215,Cyprus Sch Mol Med,1,39.61417,24.46861
1216,Cytokinetics Inc,1,106.27306,38.46806
1217,D Youville College,1,-96.7600371,49.6249289
1218,Dalian University Of Technology,1,121.52016,38.8812564
1219,Dankook University,1,127.1289665,37.319288
1220,Dayton Va Med Ctr,1,-84.2607171,39.7428538
1221,Dell Childrens Med Ctr Cent Texas,1,-101.39095,35.665789
1222,Denali Therapeut Inc,1,106.27306,38.46806
1223,Dept Anat Regenerat Biol,1,5.3855,45.4914
1224,Dept Biol Sci,1,-72.225,7.76694
1225,Dept Cellular Mol Med,1,39.61417,24.46861
1226,Dept Comparat Med,1,39.61417,24.46861
1227,Dept Genet,1,38.5,9.06667
1228,Dept Internal Med I,1,-7.08333,18.16667
1229,Dept Mol Cell Canc Biol,1,5.3855,45.4914
1230,Dept Mol Cellular Biol,1,5.3855,45.4914
1231,Dept Otolaryngol Hns,1,-0.36469,51.4677
1232,Dept Pathol Lab Med,1,39.61417,24.46861
1233,Dfg Res Ctr Nanoscale Microscopy Mol Physiol Br,1,-55,-10
1234,Diabet Ctr,1,69.282707,41.3626096
1235,Dicle University,1,40.2749929,37.9044835
1236,Discoverx Corp,1,5.86432,45.17805
1237,Div Mol Genet,1,38.5,9.06667
1238,Div Pulm Allergy Crit Care Sleep Med,1,39.61417,24.46861
1239,Diyarbakir Training Research Hospital,1,-8.43056,52.47306
1240,Dktk Partner Site Dresden,1,13.73832,51.05089
1241,Dktk Partner Site Heidelberg,1,8.69079,49.40768
1242,Dktk Partner Site Munich,1,11.57549,48.13743
1243,Donald Danforth Plant Science Center,1,-90.397192,38.6742512
1244,Dong Eui University,1,129.0321386,35.1539803
1245,Dordt Coll,1,-6.56261,56.62451
1246,Dri Biosci Corp,1,5.86432,45.17805
1247,Drug Discovery Network Zurich,1,8.55,47.36667
1248,Duke Nat Univ Singapore,1,103.85007,1.28967
1249,Duke Natl Univ Singapore Duke Nus Med Sch,1,-73.93957,42.81424
1250,Duke Natl Univ Singapore Med Sch,1,-73.93957,42.81424
1251,Dupont Manual High Sch,1,-73.93957,42.81424
1252,Durham Va,1,-81.2812858,37.6892095
1253,Dzl,1,76.1667043,28.7500061
1254,East North Hertfordshire Nhs Trust,1,-0.2166448,51.7669801
1255,East Tennessee State University,1,-82.3694575,36.3022214
1256,Eastern Hlth Monash Univ,1,24.59114,49.71224
1257,Eastern Virginia Medical School,1,-76.3021167,36.8607818
1258,Ecole Nationale Veterinaire D Alfort Enva,1,2.4241196,48.8128687
1259,Ecole Normale Superieure De Lyon Ens De Lyon,1,4.84671,45.74846
1260,Ege University,1,27.2281857,38.4556928
1261,Eidgenoss Tech Hsch Zurich Eth,1,30.85062,-29.80547
1262,Emd Serono Inc,1,106.27306,38.46806
1263,Emek Medical Center,1,32.8149137,39.9232126
1264,Emergent Biosolut Inc,1,106.27306,38.46806
1265,En Chu Kong Hosp,1,121.3620494,24.9378146
1266,Eotvos Lorand University,1,19.0618993,47.4934799
1267,Epilepsy Ctr Hessen,1,9,50.55
1268,Epizyme Inc,1,106.27306,38.46806
1269,Equipe Labellisee Ligue 2017,1,120.7139,14.8936
1270,Erciyes University,1,35.5337566,38.7073914
1271,Ernst Moritz Arndt Universitat Greifswald,1,13.38786,54.09311
1272,Eskisehir Osmangazi University,1,-89.52536,34.36594
1273,Eugene Ruth Roberts Summer Student Acad City Ho,1,0.4713,6.60084
1274,Eulji University,1,127.1664606,37.4602297
1275,European Synchrotron Radiation Facility Esrf,1,5.6881053,45.2084292
1276,Evotec,1,-1.2920328,51.623432
1277,Ewha Womans University,1,126.9468925,37.5643371
1278,Eyekor Inc,1,106.27306,38.46806
1279,F Star,1,-147.8843455,64.8047138
1280,Fac Med,1,-78.5026487,-0.2031679
1281,Faculte Des Sciences De Tunis Fst,1,10.1465992,36.8338481
1282,Farmingdale State College,1,-73.4277778,40.7527778
1283,Fatih Sultan Mehmet Training Research Hospital,1,-8.43056,52.47306
1284,Fdn Appl Med Res,1,-58.98389,-27.46056
1285,Fdn Edo Elvo Tempia Valenta,1,10.84189,43.92564
1286,Fdn Food Agr Res,1,-58.98389,-27.46056
1287,Fdn Irccs Ca Granda Osped Maggiore Policlin Milan,1,9.18951,45.46427
1288,Fdn Ist Ricovero Cura Carattere Sci Irccs Ist N,1,31.88644,2.7373
1289,Fdn Jimenez Diaz,1,120.8347,15.8463
1290,Feigin Ctr,1,34.9851452,32.7998294
1291,Felicitex Therapeut Inc,1,106.27306,38.46806
1292,Fels Inst Canc Res Mol Biol,1,5.3855,45.4914
1293,Fenway Health,1,-71.1018265,42.3355145
1294,Ferrer Int Sa,1,45,25
1295,Fifth Peoples Hosp Wuxi,1,120.3206125,31.6027076
1296,First Affiliated Hosp China,1,111.6489762,40.8175899
1297,First Peoples Hosp Kunshan,1,120.95431,31.37762
1298,Firststring Res Inc,1,106.27306,38.46806
1299,Flamma Spa,1,9.529795,45.6523411
1300,Florida State University,1,-84.2974787,30.44236
1301,Folkhalsan Research Center,1,2.16667,7.25
1302,Fondat Rothschild,1,-89.62012,44.88719
1303,Fondazione Bruno Kessler,1,11.1240829,46.0626652
1304,Fondazione Citta Della Speranza,1,11.2962635,44.5050251
1305,Fosun Orinove Pharmatech Inc,1,106.27306,38.46806
1306,Foundation For Innovative New Diagnostics,1,32.5761771,0.3279492
1307,Fourth Peoples Hosp Nanning,1,108.31667,22.81667
1308,Fraunhofer Gesellschaft,1,11.5297126,48.1323338
1309,Frederick Natl Lab Canc Res,1,-58.98389,-27.46056
1310,Fu Jen Catholic University,1,121.4324607,25.0356527
1311,Fu Jen Catholic University Hospital,1,121.4313339,25.0402447
1312,Fukuoka University,1,130.3645137,33.5484433
1313,Fundacio Puigvert,1,2.1721059,41.4128482
1314,Fundacion Jimenez Diaz,1,-3.7192802,40.4388365
1315,Geisinger,1,-75.9495035,41.331003
1316,Gemen Ctr Diabet Res Dzo,1,-56.50056,-33.41306
1317,Genclis Sa,1,45,25
1318,Genencor Inc,1,106.27306,38.46806
1319,General Sir John Kotelawala Defence University,1,-89.52536,34.36594
1320,General University Hospital Prague,1,14.4161372,50.0889154
1321,Generat R Study Grp,1,-49.06861,-11.72917
1322,George Mason University,1,-77.3079884,38.8313333
1323,German Aerospace Centre Dlr,1,7.1300228,50.8515291
1324,German Red Cross Blood Donat Serv North East,1,-79.83422,42.21561
1325,German Red Cross Blood Serv Baden Wurttemberg Hes,1,-119.28946,45.84041
1326,Ggmbh Klinikum Leverkusen,1,6.98432,51.0303
1327,Ghu Paris Psychiatrie Neurosciences,1,2.3388307,48.8296833
1328,Gilead,1,-70.973053,44.394542
1329,Glactone Pharma Dev Ab,1,-117.469,52.28333
1330,Glenfield Hospital,1,-1.1799532,52.6550499
1331,Global Solut Infect Dis,1,12.66664,-4.19834
1332,Globalcures Inc,1,106.27306,38.46806
1333,Goce Delcev University Of Stip,1,22.19583,41.74583
1334,Govt Aragon,1,75.5003441,11.753899
1335,Graduate University For Advanced Studies Japan,1,140.0488673,35.6527682
1336,Grand Valley State University,1,-85.8862355,42.9635175
1337,Greater Los Angeles Vet Adm,1,-97.14363,34.17426
1338,Greenwood Genetic Center,1,-81.0480113,34.0079961
1339,Group Health Cooperative,1,-89.3941403,43.0671646
1340,Guangdong Pharmaceutical University,1,113.4082039,23.0595065
1341,Guangdong Prov Clin Res Ctr Urinary Dis,1,12.66664,-4.19834
1342,Guangdong Prov Key Lab Stem Cell Regenerat Med,1,39.61417,24.46861
1343,Guangdong University Of Technology,1,113.3982269,23.012818
1344,Guangzhou Customs,1,113.5800216,22.80097
1345,Guangzhou Darron Medsci Co,1,-104.600467,38.291025
1346,Guangzhou Higher Educ Mega Ctr,1,113.3947575,23.0461368
1347,Guangzhou University,1,113.2923509,23.0996033
1348,Guangzhou Women Childrens Med Ctr,1,113.3191119,23.1255194
1349,Gwu,1,8.766667,8.016667
1350,Gza Hosp,1,34.2749386,31.242997
1351,Hackensack University Medical Center,1,-74.0559409,40.8837051
1352,Hangzhou Normal University,1,120.0137379,30.2954743
1353,Harvard Initiat Rna Med,1,39.61417,24.46861
1354,Hasbro Children S Hospital,1,-8.43056,52.47306
1355,Hasselt University,1,5.3907337,50.9254412
1356,Havana Inst Hlth Res,1,-58.98389,-27.46056
1357,Hcb,1,-1.9777937,52.5872778
1358,Heart Research Institute,1,151.1821989,-33.8913393
1359,Heilig Hart Hosp Lier,1,4.5649876,51.1325856
1360,Heinrich Braun Klinikum Zwickau,1,12.5616279,50.6260757
1361,Heinrich Heine Univ Hhu,1,6.7935167,51.1907732
1362,Helios Amperklin Dachau,1,11.43402,48.26
1363,Hereditary Canc Syndrome Ctr Dresden,1,13.73832,51.05089
1364,Hillel Yaffe Med Ctr,1,34.8958776,32.451053
1365,Hiroshima Red Cross Hosp,1,132.3092396,34.335358
1366,Hlth Ctr Boblingen,1,9.01171,48.68212
1367,Hlth Sci Facil Ii,1,25.3731,65.31735
1368,Hong Kong Baptist University,1,114.2082222,22.3874201
1369,Hong Kong Polytechnic University,1,114.1796935,22.3044867
1370,Hosp Clin Univ Zaragoza Iis Aragon,1,-0.66667,41.5
1371,Hosp Gen Univ Ciudad Real,1,-3.92907,38.98626
1372,Hosp Geral Nova Iguacu,1,-43.4623287,-22.7312271
1373,Hosp Mar Med Res Inst Mm,1,96,21
1374,Hosp Prov Castellon,1,-0.0235865,39.9832503
1375,Hosp South West Jutland,1,9.3180562,55.9396905
1376,Hosp Special Surg Hss,1,75.72294,29.15394
1377,Hosp Univ Clin San Carlos,1,-122.26052,37.50716
1378,Hosp Univ Donostia,1,-1.9756864,43.3094825
1379,Hosp Univ Hm Sanchinarro,1,-3.70256,40.4165
1380,Hosp Univ Nino Jesus,1,-3.6721189,40.4127886
1381,Hospital Clinic Universitari De Valencia,1,-0.361987,39.4789947
1382,Hospital Corporation Of America,1,-85.9859022,40.0055855
1383,Hospital Germans Trias I Pujol,1,2.238989,41.4847192
1384,Hospital Israelita Albert Einstein,1,-46.7148798,-23.5996128
1385,Hospital Puerta De Hierro Majadahonda,1,-3.87182,40.47353
1386,Hospital Spedali Civili Brescia,1,10.2333866,45.5557508
1387,Hospital Universitario Ramon Y Cajal,1,-3.6938527,40.487358
1388,Hri,1,81.1225233,6.2862782
1389,Hss,1,115.1587771,-2.7125809
1390,Hualien Tzu Chi Hospital,1,121.5923786,23.9955658
1391,Hubei Polytechnic University,1,114.2288945,30.6421672
1392,Hubei University,1,115.0169777,30.2129556
1393,Humabs Biomed Sa,1,45,25
1394,Hunter Medical Research Institute,1,151.6928333,-32.9202779
1395,I2E Inc,1,106.3886165,38.3211525
1396,I3S Instituto De Investigacao E Inovacao Em Saude Universidade Do Porto,1,-70.66667,19
1397,Iacs,1,88.3691258,22.4981699
1398,Icrc,1,6.1372761,46.227745
1399,Igmm,1,3.865509,43.6372399
1400,Ihsan Dogramaci Bilkent University,1,32.7539193,39.870469
1401,Iis Hosp Puerta Hierro Segovia Arana,1,-2.71844,42.70071
1402,Incheon National University,1,126.6323937,37.3751446
1403,Indian Institute Of Technology Iit Delhi,1,77.1893001,28.5444176
1404,Infect Dis Div,1,-5.35723,5.83739
1405,Infect Dis Specialists Atlanta,1,-84.38798,33.749
1406,Inha University,1,126.6536381,37.4494587
1407,Inje University,1,128.9020135,35.250061
1408,Inner Mongolia University,1,111.5456861,40.7864425
1409,Innocrin Pharmaceut Inc,1,106.27306,38.46806
1410,Inotrem Sa,1,45,25
1411,Inrae,1,2.3062328,48.8607509
1412,Inria Sophia Antipolis Mediterranee,1,7.0688112,43.6151726
1413,Inserm S951,1,-1.696074,48.1192076
1414,Inserm U1167 Inst Pasteur Lille,1,3.05858,50.63297
1415,Inserm U955,1,-1.696074,48.1192076
1416,Inst Basic Med Sci,1,-72.225,7.76694
1417,Inst Biomed Sci,1,-72.225,7.76694
1418,Inst Human Genet,1,38.5,9.06667
1419,Inst Invest Sanitaria Princesa,1,-37.99333,-7.73667
1420,Inst Med Genet,1,38.5,9.06667
1421,Inst Natl Sci Appl Insa Cnrs 5504 Umr Insa Inst N,1,31.88644,2.7373
1422,Inst Univ Cardiol Pneumol Quebec,1,-71.99907,52.00017
1423,Institut De Recherche Pour Le Developpement Ird,1,28.2678275,-25.748828
1424,Institute For Research In Biomedicine Irb Barcelona,1,2,41.66667
1425,Institute Of Automation Cas,1,-7.61138,33.58831
1426,Institute Of Ecology Genetics Of Microorganisms Ural Branch Ras,1,49.58319,37.28077
1427,Institute Of Genetics Developmental Biology Cas,1,-7.61138,33.58831
1428,Institute Of High Energy Physics Cas,1,116.2436418,39.9110991
1429,Institute Of Post Graduate Medical Education Research Ipgmer Kolkata,1,88.36304,22.56263
1430,Institute Of Science Technology Austria,1,16.2586311,48.3109736
1431,Instituto Butantan,1,-46.7204089,-23.5669938
1432,Instituto Politecnico Nacional Mexico,1,-97.4380392,20.5249029
1433,Int Technol Pk,1,70,30
1434,Integrated Lab Syst Inc,1,106.27306,38.46806
1435,Iowa State Univ Isu,1,-93.6446441,42.0279101
1436,Irbm Sci Pk Spa,1,-81.93205,34.94957
1437,Irccs,1,9.2301947,45.4795585
1438,Irccs Aviano Cro,1,-119.5604,36.09801
1439,Irccs Istituto Dermopatico Dell Immacolata Idi,1,-79.15253,40.62146
1440,Irccs Istituto Di Ricerca Diagnostica E Nucleare Sdn,1,6.21496,61.77277
1441,Irccs Mario Negri,1,14.4437429,42.2216571
1442,Irccs Multimedica,1,9.219451,45.5357762
1443,Istanbul University Cerrahpasa,1,28.9397214,41.0048931
1444,Istanbul Zeynep Kamil Maternity Children S Diseases Training Research Hospital,1,-8.43056,52.47306
1445,Istituto Italiano Di Tecnologia Iit,1,8.9024141,44.4732736
1446,Isu,1,-93.6446441,42.0279101
1447,Iwate Medical University,1,-89.52536,34.36594
1448,Izmir Dr Behcet Uz Children S Disease Surgery Training Research Hospital,1,145.18333,-37.7
1449,Jackson Lab,1,-89.488785,37.847945
1450,Jaeb Center For Health Research,1,145.18333,-37.7
1451,Jamia Millia Islamia,1,77.2811647,28.5584902
1452,Janssen R D,1,-70.044268,-38.8962115
1453,Janssen Res Dev,1,-3.75,50.75
1454,Jawaharlal Nehru University New Delhi,1,77.1687464,28.5492078
1455,Jewish Hosp,1,-84.3810825,39.2069545
1456,Jiangnan University,1,120.2673352,31.4851218
1457,Jinan Nursing Vocat Coll,1,-6.56261,56.62451
1458,Jinan Univ,1,35.8472876,34.409886
1459,Joan Sanford Weill Dept Med,1,39.61417,24.46861
1460,John F Kennedy High Sch,1,-73.93957,42.81424
1461,Joint Clinic Research Center United Arab Emirates,1,54.5,23.75
1462,Juno Therapeut Inc,1,106.27306,38.46806
1463,Jw Creagene Corp,1,5.86432,45.17805
1464,Kagawa University,1,134.03676,34.3416186
1465,Kagoshima University,1,130.5440928,31.571615
1466,Kahramanmaras Sutcu Imam University,1,-89.52536,34.36594
1467,Kanagawa Institute Technology,1,139.4839981,35.5147456
1468,Kantonsspital Frauenfeld,1,8.9102833,47.548924
1469,Kao Corporation,1,1.8824502,41.5547688
1470,Kaohsiung Medical University Hospital,1,120.3095406,22.6463769
1471,Kaplan Medical Center,1,34.8687119,32.0882958
1472,Karlsruhe Institute Of Technology,1,8.4331256,49.1018438
1473,Kawasaki Medical School,1,-0.0856148,50.8641946
1474,Kearney,1,-98.9472344,40.4906216
1475,Keck Sch Med,1,39.61417,24.46861
1476,Kellogg Eye Ctr,1,-83.7369671,42.2879657
1477,Key Lab Organ Injury Aging Regenerat Med Hunan,1,111.75,27.66667
1478,Kimberly Eric J Waldman Dept Dermatol Mt Sinai,1,-73.02955,40.94704
1479,Kindai University Kinki University,1,135.7157679,34.6508654
1480,Kindernephrol Dachau,1,11.43402,48.26
1481,Kinemed Inc,1,106.27306,38.46806
1482,King Abdulaziz Medical City,1,46.8634374,24.7526456
1483,King Abdulaziz Medical City Riyadh,1,46.8634374,24.7526456
1484,King Abdullah University Of Science Technology,1,39.1173671,22.3223754
1485,King Khalid University Hospital,1,46.6218093,24.7131569
1486,King Saud Bin Abdulaziz University For Health Sciences,1,46.8571896,24.7570759
1487,Kit,1,8.4331256,49.1018438
1488,Kitasato Univ,1,141.2383747,40.6243397
