,item,longitude,latitude
1602,National Central University,121.191397,24.9684181
1603,National Cheng Kung University Hospital,120.2197288,23.0021708
1604,National Defense Medical Center,121.5970343,25.0711674
1605,National Institute For Materials Science,140.1201334,36.0734025
1606,National Institute Of Cardiology Mexico,74.3355006,31.5378495
1607,National Institute Of Genetics Nig Japan,139.75309,35.68536
1608,National Institute Of Medical Research,32.897692,-2.4733241
1609,National Institute Of Standards Technology Nist Usa,-77.2212883,39.1376163
1610,National Research Centre Nrc,-121.0716,37.39382
1611,National Sun Yat Sen University,120.2664022,22.6277628
1612,National University Of Rosario,120.5983326,16.4056853
1613,Natl Clin Res Ctr Resp Dis,12.66664,-4.19834
1614,Natl Ctr Tumor Dis,12.66664,-4.19834
1615,Natl Ctr Tumor Dis Nct Dresden,13.73832,51.05089
1616,Natl Head Ctr Singapore,103.85007,1.28967
1617,Naval Medical Center San Diego,-117.1450777,32.7260011
1618,Navigen Inc,106.27306,38.46806
1619,Navitor Pharmaceut Inc,106.27306,38.46806
1620,Ncku Hosp,120.2150846,23.000728
1621,Nct Dresden,13.783488,51.0555799
1622,Neurosci Ctr Zurich,8.55,47.36667
1623,New England Biolabs,-70.8335206,42.6502215
1624,New Iberia Research Center,2.16667,7.25
1625,New York University Tandon School Of Engineering,-74.46083,40.52222
1626,Nicklaus Childrens Hosp,-80.2945109,25.741154
1627,Nicolaus Copernicus University,18.5688082,53.0211844
1628,Nihon Pharmaceut Univ,24.59114,49.71224
1629,Ningxia Medical University,-89.52536,34.36594
1630,Nitto Denko Corporation,121.0649551,14.265695
1631,Nordsjaellands Hosp,12.0849495,55.848271
1632,North Cumbria Univ Hosp,-2.9223991,54.8908157
1633,North Shore University Hospital,-73.701028,40.7752137
1634,Northwest A F University China,108.0646689,34.2614653
1635,Northwestern Memorial Hospital,-87.6215362,41.8949813
1636,Nottingham City Hospital,-1.1578302,52.9905677
1637,Novimmune Sa,45,25
1638,Nphc,-86.8053207,36.1478195
1639,Nu,9.1272201,40.2639705
1640,Nyu Grossman Sch Med,39.61417,24.46861
1641,Oak Ridge National Laboratory,-84.3124003,35.9300653
1642,Oita University,131.6138359,33.1755055
1643,Om Pharma Sa,6.0770767,46.2242803
1644,Oncosec Inc,106.27306,38.46806
1645,Oncovir Inc,106.27306,38.46806
1646,Opko Hlth Inc,106.27306,38.46806
1647,Optum,-1.2086784,51.7298487
1648,Osaka Medical College,37.4007581,55.7493421
1649,Ospedale Niguarda Ca Granda,9.1860307,45.5098708
1650,P S,23.7763988,37.976355
1651,Pakistan Institute Of Medical Sciences,-2.1356899,57.1565746
1652,Papworth Hospital,-0.1184417,52.2504553
1653,Parc Tauli Hospital Universitari,2.1110169,41.5570309
1654,Parque Cient Madrid,-0.8887842,41.6050526
1655,Pathol Munich North,3.66667,50.33333
1656,Paul Scherrer Institute,8.2286426,47.5389897
1657,Pederzoli Hosp,9.8982615,45.5295395
1658,Pediat Hosp R Gutierrez,-93.11308,16.75973
1659,Pediat Specialists Virginia,-77.44675,37.54812
1660,Peking Univ Third Hosp,116.3538087,39.9813335
1661,Perm Federal Research Center Ural Branch Ras,49.58319,37.28077
1662,Perth Childrens Hosp,115.8170863,-31.9693254
1663,Perthera Inc,106.27306,38.46806
1664,Pfizer Worldwide Res Dev Med,39.61417,24.46861
1665,Pituitary Ctr,44.4222463,33.3572271
1666,Pla,2.0807498,42.7158794
1667,Platform Single Cell Genom Epigen German Ctr Ne,-97.900145,42.45876
1668,Pochon Cha University,-89.52536,34.36594
1669,Polytechnic University Of Turin,7.65833,45.06455
1670,Polytechnique Montreal,-73.612996,45.5045875
1671,Pontificia Universidad Javeriana,-74.0636299,4.6287662
1672,Population Council,7.4644769,9.0500279
1673,Prairie View A M University,-95.9870007,30.0960954
1674,Prato Hospital,11.0941473,43.9357181
1675,Praxis Humangenet Erfurt,11.03283,50.9787
1676,Prb,-120.6306255,35.6756407
1677,Prevent Cardiol Prevent Med,39.61417,24.46861
1678,Prince Charles Hospital,-3.3855738,51.7634529
1679,Prince Of Wales Hospital,114.2022026,22.3795935
1680,Procter Gamble,21.0739352,52.2635751
1681,Profectus Biosci Inc,106.27306,38.46806
1682,Profectus Inc,106.27306,38.46806
1683,Progen Pharmaceuticals Australia,135,-25
1684,Program Protease Matrix Biol,5.3855,45.4914
1685,Providence Portland Medical Center,-122.613422,45.5282065
1686,Providence Va Medical Center,-71.4327732,41.8318027
1687,Public Health Agency Of Canada,-80.2909235,43.5412423
1688,Public Health Agency Of Sweden,15,62
1689,Pusan National University Hospital,129.0185505,35.1008351
1690,Qatar University,51.4898035,25.3746129
1691,Queensland Childrens Hosp,153.0265387,-27.4840036
1692,Queensland University Of Technology Qut,153.0288645,-27.4765707
1693,R D Sanofi,0.6951806,47.4296449
1694,Radboud Ctr Mitochondrial Med,39.61417,24.46861
1695,Radboudumc,5.8598624,51.8237099
1696,Rainbow Babies Children S Hospital,-8.43056,52.47306
1697,Randall Childrens Hosp Legacy Emanuel,-122.6701636,45.5445548
1698,Ravenshaw University,85.8951147,20.4634446
1699,Recepta Biopharma Sa,45,25
1700,Red Cross Nagoya Daiichi Hospital,136.86219,35.1715368
1701,Redeemers University,4.4600885,7.6781633
1702,Regenxbio Inc,106.27306,38.46806
1703,Rensselaer Polytechnic Institute,-73.6795398,42.729922
1704,Replimune Inc,106.27306,38.46806
1705,Research Organization Of Information Systems Rois,-8.70247,42.79395
1706,Research Triangle Institute,-81.3737719,28.5718746
1707,Rhein Westfael Th Rwth Aachen Univ,24.59114,49.71224
1708,Rheos Med,39.61417,24.46861
1709,Rijnstate Hospital,5.8565326,51.9166675
1710,Ring Therapeut,6.3116767,52.5140885
1711,Roehampton University,-0.2439253,51.4487936
1712,Ronald M Loeb Ctr Alzheimers Dis,12.66664,-4.19834
1713,Ronald Reagan Ucla Medical Center,-118.446519,34.0664551
1714,Roslin Institute,-3.1980244,55.8654917
1715,Rowan University,-75.1193267,39.7103526
1716,Roy J Lucille A Carver Coll Med,39.61417,24.46861
1717,Royal Adelaide Hospital,138.5865987,-34.9207237
1718,Royal Blackburn Hosp,-2.463571,53.7359807
1719,Royal Devon Exeter Hosp Univ Exeter,-3.52751,50.7236
1720,Royal Infirmary Of Edinburgh,-3.132575,55.9221577
1721,Royal Institute Of Technology,18.0706321,59.3498665
1722,Royal Liverpool University Hospital,-2.9646954,53.4097665
1723,Royal North Shore Hospital,151.1911361,-33.8214111
1724,Royal Victoria Hospital,-5.9537703,54.5947532
1725,Rudbeck Lab,-1.4990697,53.9879678
1726,Rudbecklaboratoriet,17.6403004,59.8453581
1727,Ruijin Hosp,121.4679212,31.2205763
1728,Saarland University,7.0417376,49.2547565
1729,Sahlgrenska University Hospital,-81.98413,33.47063
1730,Saic Frederick,-77.41054,39.41427
1731,Saint Anna Children S Hospital,-8.43056,52.47306
1732,Saint Joseph University Beirut,35.49442,33.88894
1733,Saint Lukes Episcopal Hospital,-121.4099212,36.8493132
1734,Salzburg University,13.0436455,47.8038202
1735,San Francisco General Hospital Medical Center,-122.4052532,37.7568103
1736,San Gerardo Hospital,-79.2034818,-3.1384245
1737,Sanford Consortium Regenerat Med,39.61417,24.46861
1738,Sanford Health,-96.7175783,46.8502249
1739,Sangamo Therapeut Inc,106.27306,38.46806
1740,Sanofi,0.6951806,47.4296449
1741,Sanofi France,0.6951806,47.4296449
1742,Sanofi Pasteur Inc,106.27306,38.46806
1743,Sanquin Res,-86.7786397,14.581732
1744,Sanquin Res Landsteiner Lab Blood Cell Res,-58.98389,-27.46056
1745,Santo Antonio Hosp,-50.517489,-29.826768
1746,Sao Joao Hospital,-68.5251802,-31.5370909
1747,Sapporo Kosei General Hospital,141.3660724,43.0823283
1748,Schneider Med Ctr,-49.1557685,-26.8543499
1749,Science Applications International Corporation Saic,-77.2332529,38.9219487
1750,Second People S Hospital Of Shenzhen,114.0683,22.54554
1751,Security Forces Hospital Saudi Arabia,39.8925268,21.3655864
1752,Seibo Hosp,-69.0196781,18.7854167
1753,Seijoh Univ,136.901199,35.033365
1754,Sellas Life Sci,-72.225,7.76694
1755,Selvita Sa Krakow,19.93658,50.06143
1756,Sema4,-2.4595064,51.6914957
1757,Shahid Chamran University Of Ahvaz,48.652823,31.3031086
1758,Shanghai Advanced Research Institute Cas,121.5851074,31.1833467
1759,Shanghai Institute Of Materia Medica Cas,-7.61138,33.58831
1760,Shanghai Pao Tong Univ,121.3880243,31.3159206
1761,Shanghai Univ Med Hlth Sci,-72.225,7.76694
1762,Shanghai University,121.3840094,31.3223566
1763,Shaqra University,45.1457461,25.1770463
1764,Shenzhen Hong Kong Inst Brain Sci,-72.225,7.76694
1765,Shenzhen Institute Of Advanced Technology Cas,-7.61138,33.58831
1766,Shenzhen University,113.9389041,22.5411015
1767,Shiga Med Ctr,135.9245843,35.2018209
1768,Shihezi University,86.0549057,44.3079869
1769,Shimane University,-89.52536,34.36594
1770,Shizuoka University,138.429058,34.9647349
1771,Shriners Hosp Children Boston,-71.066434,42.3630554
1772,Shriners Hosp Children Canada,-113.64258,60.10867
1773,Shriners Hospitals Children Philadelphia,-75.1511474,40.0068091
1774,Shulan Hosp Hangzhou,120.16142,30.29365
1775,Shupyk National Healthcare University Of Ukraine,32,49
1776,Sichuan Agricultural University,103.8596773,30.7094122
1777,Siena Biotech,118.2569455,29.7717463
1778,Sierra Internal Med Incline Village,-119.97297,39.2513
1779,Siksha O Anusandhan University,-89.52536,34.36594
1780,Simcere Innovat Inc,106.27306,38.46806
1781,Simches Res Ctr,-71.0656695,42.3620828
1782,Sint Augustinus Hosp,9.3672929,52.102517
1783,Sint Vincentius Hosp,6.7456527,49.9053761
1784,Slac National Accelerator Laboratory,-122.2046996,37.4168398
1785,Slovak Academy Of Sciences,18.3698563,48.3198619
1786,Small Anim Imaging Core,7.85791,45.66293
1787,Smilow Ctr Translat Res 12 124,73.85,23.75
1788,Smith College,-72.6403931,42.3162239
1789,Social Scientific Systems,32.5960301,0.3395066
1790,Sodersjukhuset Hospital,18.0558433,59.3093205
1791,Sojo University,130.6990269,32.833696
1792,Soochow University,121.5454306,25.0947592
1793,Sookmyung Women S University,-89.52536,34.36594
1794,Soonchunhyang University,126.9316341,36.769988
1795,Soroka Medical Center,34.8658883,32.0884127
1796,South African Medical Research Council,28.1999695,-25.7377216
1797,South China Agricultural University,113.3480474,23.1612583
1798,Southeast Missouri State Univ,-89.5285427,37.3177704
1799,Southern Connecticut State University,-72.944869,41.3341677
1800,St Clara Hosp,7.5032026,51.4886368
1801,St Hedwig Krankenhaus,13.3969522,52.5259302
1802,St Louis Children S Hospital,-8.43056,52.47306
1803,St Luke S International Hospital,-8.43056,52.47306
1804,St Vincent S Hospital Melbourne,144.96332,-37.814
1805,St Vincents Hospital Sydney,151.220564,-33.8805677
1806,State University Of New York Suny Albany,-73.75623,42.65258
1807,State University Of New York Suny Binghamton,-75.91797,42.09869
1808,Statens Serum Institut,12.5898586,55.6659557
1809,Stemirna Therapeut Inc,106.27306,38.46806
1810,Steno Diabetes Center,12.5257406,55.7559141
1811,Steven Alexandra Cohen Children S Medical Center Of New York,-74.003603,40.713646
1812,Stockholm Spine Ctr,17.5329043,59.0906914
1813,Stowers Institute For Medical Research,-94.5754986,39.0371088
1814,Studio Oculistico Azeglio,7.99222,45.42283
1815,Suez Canal University,32.2750549,30.6221359
1816,Sultan Qaboos University,58.1677394,23.5918748
1817,Sumitomo Dainippon Pharma Co,-73.25,4
1818,Sunnybrook Health Science Center,2.16667,7.25
1819,Suny Optometry,-73.9822053,40.7544374
1820,Suzhou Inst Syst Med,39.61417,24.46861
1821,Suzuka Univ Med Sci,-72.225,7.76694
1822,Swedish Medical Center,-104.9812154,39.6542801
1823,Swiss Natl Ctr Competence Res Programme Chem Biol,5.3855,45.4914
1824,Switzerland Ag,8.1948321,47.412396
1825,Sydney Childrens Hosp,151.2383741,-33.9174955
1826,Synactix Pharmaceut Inc,106.27306,38.46806
1827,Synergy,153.0515182,-26.7097958
1828,Taibah University,39.5428073,24.4855291
1829,Taipei Medical University Hospital,121.5627574,25.0262937
1830,Taipei Tzu Chi Hospital,121.536887,24.985872
1831,Takeda Hosp,135.7562354,34.9566785
1832,Takeda Pharmaceuticals International Inc,106.27306,38.46806
1833,Tan Tock Seng Hospital,103.8466823,1.321287
1834,Tartu Univ Hosp,26.7000903,58.3694555
1835,Tata Institute Of Fundamental Research Tifr,78.3108693,17.4442706
1836,Taube Koret Ctr Neurodegenerat Dis Res,-58.98389,-27.46056
1837,Tawam Hosp,55.649501,24.1957093
1838,Tbm Core Inserm Us005 Cnrs Bordeaux,-0.5805,44.84044
1839,Teaching Hosp Anuradhapura,80.4134438,8.3256118
1840,Technical University Of Darmstadt,8.65027,49.87167
1841,Technical University Of Denmark,12.5202151,55.7854145
1842,Tella Inc,106.27306,38.46806
1843,Texas Tech University Health Sciences Center Amarillo,-101.8313,35.222
1844,Thai Red Cross Aids Res Ctr Trc Arc,5.18666,47.34349
1845,The Morgridge Institute For Research Inc,106.27306,38.46806
1846,The Santa Fe Institute,-105.9088156,35.7003268
1847,Thermo Fisher Scientific,-122.9283861,45.543255
1848,Third Peoples Hosp Hangzhou,120.16142,30.29365
1849,Thrombogen Nv,-116.75119,39.25021
1850,Toho University,140.0488787,35.6929054
1851,Tokushima Bunri University,-89.52536,34.36594
1852,Tokyo Kasei Univ,139.7209253,35.7557455
1853,Tokyo Metropolitan Children S Medical Center,-76.3054313,36.8584027
1854,Townsville Hosp,146.7615341,-19.3206549
1855,Trakya University,22.9588935,40.6298415
1856,Transderm Inc,106.27306,38.46806
1857,Translational Genomics Research Institute,-112.0670042,33.4530975
1858,Transylvania University Of Brasov,-84.4939872,38.053107
1859,Trc,-7.7749952,41.0176
1860,Tri Service General Hospital,121.5930014,25.0723854
1861,Tufts Medical Center,-71.0630847,42.3494397
1862,Tumorzentrum Zetup Chur,9.53287,46.84986
1863,Turnstone Biol,5.3855,45.4914
1864,Tuskegee University,-85.7067335,32.4301095
1865,Tygerberg Hospital,18.6143021,-33.9136613
1866,Tzu Chi University,121.5892062,23.9941639
1867,Ucamc,-66.9184495,10.5026383
1868,Ucb Pharma Sa,-111.9276431,33.631729
1869,Ucla Mednano Med,39.61417,24.46861
1870,Ucsf Benioff Children S Hospital Oakland,-122.2708,37.80437
1871,Ueb Pharma,-0.1987195,5.5811339
1872,Uludag University,28.8697527,40.238967
1873,Umass Med Sch,-73.93957,42.81424
1874,Unfallkrankenhaus Berlin,13.568299,52.5190849
1875,Unil Dp,6.5809505,46.5225695
1876,United States Army Medical Research Institute Of Infectious Diseases,-77.4233851,39.4384509
1877,United States Military Academy,-74.0077672,41.3558443
1878,United States Navy,-122.576101,45.493384
1879,Univ Antwerp,4.4199387,51.1843856
1880,Univ Buffalo,-78.8201959,42.9545956
1881,Univ Chicago Med,-87.6694981,41.8736438
1882,Univ Chicago Med Biol Sci,-72.225,7.76694
1883,Univ Claude Bernard Lyon I,-7.08333,18.16667
1884,Univ Claude Remand Lyon 1,8.4897,47.27541
1885,Univ Clin Paediat Adolescent Med,39.61417,24.46861
1886,Univ Ctr Gastrointestinal Liver Dis,12.66664,-4.19834
1887,Univ Hosp Alexandroupolis,25.8025033,40.8616521
1888,Univ Hosp Greifswald,13.3705877,54.0929783
1889,Univ Lab,-77.0216186,38.9203262
1890,Univ Mary Land,39.2335762,-6.7683501
1891,Univ Maryland,-76.6218536,39.3302022
1892,Univ Med,-77.8520754,40.8123475
1893,Univ Med Ctr,-106.434898,31.7720199
1894,Univ Med Ctr Marburg Giessen,8.7455437,50.5790584
1895,Univ Pikeville,-82.5209472,37.478897
1896,Univ San Francisco Quito,-78.52495,-0.22985
1897,Univ Soothern Calif,-119.75126,37.25022
1898,Univ South Carolina,-81.0268517,33.9928298
1899,Univ Tampere,23.7819078,61.4951772
1900,Univ Texas Grad Sch Biomed Sci,-72.225,7.76694
1901,Univ Virginia Uva,-78.5095239,38.0420015
1902,Univ Washington South Lake Union,-122.3444624,47.6177084
1903,Univ West London,39.2267637,-6.7706972
1904,Univ Zurich,8.7298072,47.4968435
1905,Universidad De Alcala,-3.3630642,40.4823302
1906,Universidad De Cantabria,-3.801415,43.4715772
1907,Universidad De Concepcion,-73.0346805,-36.8310137
1908,Universidad De Leon,-101.1846965,20.1301406
1909,Universidad De Magallanes,-70.8787439,-53.1362148
1910,Universidad De Malaga,-4.4953937,36.7165042
1911,Universidad Francisco De Vitoria,-3.8337823,40.4406495
1912,Universidad Miguel Hernandez De Elche,-0.70107,38.26218
1913,Universidad Pablo De Olavide,-5.9381678,37.3560809
1914,Universidad Peruana Cayetano Heredia,-77.0518665,-12.0912436
1915,Universidade Do Minho,-8.3940266,41.5614963
1916,Universidade Federal Fluminense,-43.1224586,-22.8963098
1917,Universidade Paulista,-47.9225203,-15.8182192
1918,Universidade Presbiteriana Mackenzie,-46.6524643,-23.5472084
1919,Universita Degli Studi Di Bari Aldo Moro,16.8521737,41.0942113
1920,Universita Di Modena E Reggio Emilia,10.6288838,44.7028992
1921,Universitat Internacional De Catalunya Uic,2.123525,41.4057237
1922,Universitats Herzzentrum Freiburg,7.85222,47.9959
1923,Universite Catholique De Lille,3.0449643,50.6326593
1924,Universite Clermont Auvergne Uca,-75.23266,43.1009
1925,Universite Confederale Leonard De Vinci,10.92365,43.78133
1926,Universite D Evry Val D Essonne,2.25,48.5
1927,Universite De Poitiers,0.3598657,46.6608826
1928,Universite De Reims Champagne Ardenne,4.0794672,48.2992565
1929,Universite De Tours,0.7033407,47.3569353
1930,Universite De Tunis El Manar,10.146311,36.829187
1931,Universite Jean Monnet,4.4257212,45.4230566
1932,Universiti Sains Malaysia,100.3035237,5.3574472
1933,University College Cork,-8.500327,51.8910735
1934,University Hohenheim,9.2120899,48.7133801
1935,University Hospital Attikon,23.6665632,38.017106
1936,University Hospital Brussels,4.3472995,50.8346065
1937,University Hospital Of Parma,-81.7307186,41.3815042
1938,University North Carolina Hospital,-79.0355663,36.0373638
1939,University Of Agricultural Sciences Bangalore,77.5865366,13.0329667
1940,University Of Alabama Tuscaloosa,-87.539674,33.2120822
1941,University Of Belgrade,20.4747655,44.8061452
1942,University Of Bielefeld,8.4901776,52.0365422
1943,University Of Calabria,-117.20441,32.865689
1944,University Of California Riverside,-117.3397807,33.9637058
1945,University Of Catania,15.07041,37.49223
1946,University Of Central Florida,-81.197125,28.5989975
1947,University Of East Anglia,1.2411579,52.622251
1948,University Of Electronic Science Technology Of China,103.9261151,30.7505159
1949,University Of Hawaii Manoa,-157.8186923,21.2982795
1950,University Of Health Science Pakistan,140.051521,35.652383
1951,University Of Health Sciences Turkey,35,39
1952,University Of Iceland,-21.9490591,64.1399418
1953,University Of Insubria,8.8273887,45.814296
1954,University Of Ljubljana,14.5211428,46.0540965
1955,University Of London Royal Veterinary College,-147.80278,64.85694
1956,University Of Massachusetts Boston,-71.0386344,42.3140543
1957,University Of Mosul,43.1433305,36.3836601
1958,University Of Murcia,-1.1731259,38.0061549
1959,University Of Nairobi,36.81299,-1.2781597
1960,University Of Newcastle,151.7098651,-32.8870387
1961,University Of North Carolina Charlotte,-79.0477533,35.9050353
1962,University Of Occupational Environmental Health Japan,139.75309,35.68536
1963,University Of Plymouth,-4.1393981,50.3756681
1964,University Of Quebec,-73.5784993,45.495244
1965,University Of Quebec Montreal,-73.5784993,45.495244
1966,University Of Rhode Island,-71.534465,41.4872969
1967,University Of Rome Tor Vergata,12.6482091,41.8465832
1968,University Of Ryukyus,127.7656311,26.2497205
1969,University Of Seoul,127.059042,37.5840273
1970,University Of Shizuoka,138.518238,35.019178
1971,University Of South Alabama,-88.1797251,30.6949121
1972,University Of Stuttgart,9.2120899,48.7133801
1973,University Of Surrey,-0.5900303,51.2431426
1974,University Of Tartu,26.7196475,58.3808897
1975,University Of Texas At San Antonio Utsa,-98.6194451,29.583331
1976,University Of Texas Rio Grande Valley,-98.1728187,26.3071534
1977,University Of Toledo,-83.6147873,41.6582432
1978,University Of Tras Os Montes Alto Douro,6.71667,0.2
1979,University Of Trieste,-79.962461,40.444153
1980,University Of Tuzla,29.3786332,40.8927159
1981,University Of Veterinary Medicine Budapest,16.4304238,48.2548154
1982,University Of Warsaw,20.9852973,52.2122971
1983,University Of Westminster,-0.1433052,51.5168987
1984,University Of Witwatersrand,28.0247912,-26.1888766
1985,University Of Zagreb,15.8977362,45.8164336
1986,University Sri Jayewardenepura,79.9012242,6.7972274
1987,University Toronto Mississauga,-79.6627814,43.5483881
1988,University Town Of Shenzhen,113.9794306,22.5939729
1989,Upmc Enterprises,-79.9166654,40.4572478
1990,Upmc Hillman Canc Ctr Pittsburgh,-79.99589,40.44062
1991,Upmc Presbyterian,-79.9606467,40.4427264
1992,Ural Federal University,60.6506095,56.8441271
1993,Us Army,8.1622318,49.9691964
1994,Us Navy,14.9122045,37.4116721
1995,Usd,73.5570441,21.1488134
1996,Va Healthcare,-106.6039981,35.0996281
1997,Va Med Ctr,-96.7929069,32.6936515
1998,Va Pittsburgh Healthcare System,-79.9620709,40.4467786
1999,Vaasa Central Hospital,21.6158184,63.0851631
2000,Vaccine Res Ctr,-8.3028746,52.737193
2001,Verily Life Sci,-72.225,7.76694
2002,Vet Anaesthesia Serv Int,60.16594,66.03169
2003,Victoria University Wellington,174.7692657,-41.2888731
2004,Vitalant,-88.1993392,41.7617867
2005,Vitalant Northeast Div,-5.35723,5.83739
2006,Voyager Therapeut Inc,106.27306,38.46806
2007,Vumc,4.8599107,52.334632
2008,Wadsworth Center,-73.7798427,42.65158
2009,Wakayama Medical University,135.181921,34.187999
2010,Waldkrankenhaus Rudolph Elle Eisenberg,11.90207,50.9686
2011,Walton Centre,-2.9305147,53.4665093
2012,Wannan Medical College,118.3551547,31.2903369
2013,Washington Dc Va Med Ctr,-77.0103064,38.9288842
2014,Wasit University,45.834657,32.5049195
2015,Waters Corporation,-2.2554283,53.3376724
2016,Webb Law Firm,-112.2900372,33.6054326
2017,Weh,14.0243752,48.1565472
2018,Weill Greenberg Ctr,-73.9553023,40.7655396
2019,Weill Med Med,-73.9549121,40.7647523
2020,Wellcomet Gmbh,8.4716043,49.0257374
2021,Wellspring Biosci Inc,106.27306,38.46806
2022,Western Hlth,-94.1760283,36.0708342
2023,Western Michigan University,-85.6095067,42.2833375
2024,Western Psychiatric Institute Clinic Of Upmc,-79.959846,40.4435492
2025,Westmead Institute For Medical Research,145.18333,-37.7
2026,William S Middleton Memorial Veterans Hospital,-89.4313166,43.0746594
2027,Wisconsin Inst Med Res,-58.98389,-27.46056
2028,Witten Herdecke Univ,7.3571148,51.4521881
2029,Womans Hosp,-91.0376479,30.3862299
2030,Wonkwang University,126.9575516,35.9690346
2031,Wuhan 9 Hosp,6.7743615,51.4287221
2032,Wuhan Institute Of Physics Mathematics Cas,-7.61138,33.58831
2033,Wuhan Institute Of Virology Cas,-7.61138,33.58831
2034,Wuhan Jinyintan Hospital,114.2797311,30.6688803
2035,Xencor Inc,106.27306,38.46806
2036,Xi An Jiaotong Liverpool University,120.7356342,31.2754376
2037,Xinhua Hosp,121.5138783,31.2749961
2038,Xinxiang Medical University,113.9280354,35.2905937
2039,Yale Sch Engn Appl Sci,-72.225,7.76694
2040,Yamaguchi University,-89.52536,34.36594
2041,Yanbian University,129.4816377,42.909869
2042,Yangjiang Peoples Hosp,100.2267519,26.8302747
2043,Yeditepe University,37.3183308,37.0353535
2044,Yixing Peoples Hosp,113.5722473,37.3289775
2045,Yokkaichi Nursing Med Care Univ,24.59114,49.71224
2046,Zhangjiang Lab,121.5833523,31.2039914
2047,Zhejiang Hosp,119.9999999,29.0000001
2047,Ziopharm Oncol Inc,106.27306,38.46806
